country,submarket,year,list_type,brand,weekly_reach_pct,outlet_id,domain,notes,source,brand_type,is_aggregator,domain_valid_from,domain_valid_to,sample_type,fieldwork_start,fieldwork_end,sample_size,human_checked
CHE,german-speaking,2021,online,20 minuten online,49,che_20min_de,20min.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,SRF News online,32,che_srf,srf.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,Blick and Blick am Abend online,27,che_blick,blick.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,Watson,20,che_watson,watson.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,Bluewin News,18,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,nau.ch,17,che_nau,nau.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,gmx,12,deu_gmx,gmx.ch,Email portal with a news feed. German-owned (United Internet); gmx.ch is the Swiss domain.,"DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,Tages-Anzeiger online,11,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,NZZ online,10,che_nzz,nzz.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,Teletext online,9,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,Regional/local newspaper online,9,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,online,CNN.com,7,usa_cnn,cnn.com,Foreign outlet appearing in the Swiss list.,"DNR 2021, p. 107",foreign,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2020,offline,RTS News (public broadcaster),71,che_rts,rts.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,20 Minutes,60,che_20min_fr,20min.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,French private TV news,36,cat_fr_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,French public TV news,31,cat_fr_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,24 heures,24,che_24heures,24heures.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,Private radio news,20,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,Le Matin Dimanche,19,che_lematindimanche,lematin.ch,UNVERIFIED DOMAIN: lematindimanche.ch serves an e-paper portal only. Recorded lematin.ch as the likely article domain - confirm.,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,Le Temps,14,che_letemps,letemps.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,Regional or local newspaper,13,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,Tribune de Genève,12,che_tdg,tdg.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,Private TV news,10,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,offline,La Liberté,10,che_laliberte,laliberte.ch,UNVERIFIED DOMAIN: not Wayback-checked.,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,20 Minutes online,55,che_20min_fr,20min.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,RTS News online,31,che_rts,rts.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Le Matin online (incl. Sunday),25,che_lematin,lematin.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Bluewin.ch,21,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,24 heures.ch,21,che_24heures,24heures.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Teletext online,17,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,MSN News,11,usa_msn,msn.com,"Microsoft news portal, foreign-owned.","DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Yahoo! News,9,usa_yahoo,yahoo.com,"News aggregator, foreign-owned.","DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Le Temps online,8,che_letemps,letemps.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Le Nouvelliste online,8,che_nouvelliste,lenouvelliste.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Tribune de Genève online,8,che_tdg,tdg.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2020,online,Le Monde online,7,fra_lemonde,lemonde.fr,Foreign outlet appearing in the Swiss list.,"DNR 2020, p. 84",foreign,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,SRF News (public broadcaster),69,che_srf,srf.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,20 Minuten,53,che_20min_de,20min.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,German private TV news,25,cat_de_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,German public TV news,24,cat_de_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Private TV news,23,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Blick,22,che_blick,blick.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Regional or local newspaper,19,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Private radio news,18,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Tages-Anzeiger,13,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Sonntagsblick,10,che_sonntagsblick,blick.ch,sonntagsblick.ch redirects to blick.ch; no separate article domain.,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,Luzerner Zeitung,8,che_luzernerzeitung,luzernerzeitung.ch,UNVERIFIED DOMAIN: not Wayback-checked.,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,offline,CNN,8,usa_cnn,cnn.com,Foreign outlet appearing in the Swiss list.,"DNR 2020, p. 84",foreign,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,20 Minuten online,55,che_20min_de,20min.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,Blick and Blick am Abend online,30,che_blick,blick.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,SRF News online,22,che_srf,srf.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,Bluewin News,19,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,Watson,18,che_watson,watson.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,gmx,13,deu_gmx,gmx.ch,Email portal with a news feed. German-owned (United Internet); gmx.ch is the Swiss domain.,"DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,Teletext online,13,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,Tages-Anzeiger online,11,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,nau.ch,10,che_nau,nau.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,NZZ online,10,che_nzz,nzz.ch,,"DNR 2020, p. 84",outlet,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,Regional or local newspaper online,9,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2020, p. 84",category,FALSE,,,national,2020-01,2020-02,2012,
CHE,german-speaking,2020,online,MSN News,9,usa_msn,msn.com,"Microsoft news portal, foreign-owned.","DNR 2020, p. 84",aggregator,TRUE,,,national,2020-01,2020-02,2012,
CHE,french-speaking,2019,offline,RTS News (public broadcaster),80,che_rts,rts.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,20 Minutes,61,che_20min_fr,20min.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,French private TV news,39,cat_fr_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,French public TV news,32,cat_fr_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,24 heures,23,che_24heures,24heures.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Le Matin Dimanche,20,che_lematindimanche,lematin.ch,UNVERIFIED DOMAIN: lematindimanche.ch serves an e-paper portal only. Recorded lematin.ch as the likely article domain - confirm.,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Private radio news,18,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Le Temps,14,che_letemps,letemps.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Regional or local newspaper,14,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Tribune de Genève,12,che_tdg,tdg.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Commercial TV news,11,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,offline,Le Nouvelliste,10,che_nouvelliste,lenouvelliste.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,20 Minutes online,55,che_20min_fr,20min.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,RTS News online,28,che_rts,rts.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Le Matin online (incl Sunday),28,che_lematin,lematin.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Bluewin.ch,24,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,24 heures.ch,20,che_24heures,24heures.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Teletext online,17,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,MSN News,11,usa_msn,msn.com,"Microsoft news portal, foreign-owned.","DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Yahoo! News,10,usa_yahoo,yahoo.com,"News aggregator, foreign-owned.","DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Tribune de Genève online,10,che_tdg,tdg.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,LeNouvelliste.ch,9,che_nouvelliste,lenouvelliste.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Le Temps online,9,che_letemps,letemps.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2019,online,Le Monde online,8,fra_lemonde,lemonde.fr,Foreign outlet appearing in the Swiss list.,"DNR 2019, p. 113",foreign,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,SRF News (public broadcaster),67,che_srf,srf.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,20 Minuten,52,che_20min_de,20min.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,German public TV news,25,cat_de_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,Private TV news,24,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,German private TV news,24,cat_de_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,Blick,22,che_blick,blick.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,Regional or local newspapers,19,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,Private radio news,18,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,Tages Anzeiger,13,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,SonntagsZeitung,8,che_sonntagszeitung,sonntagszeitung.ch,"sonntagszeitung.ch was a live publishing domain in the early years (73,000+ archived pages); its 2018 archived homepage is titled 'News SonntagsZeitung - tagesanzeiger.ch', i.e. articles were served under Tages-Anzeiger's domain. By 2026 the domain serves an e-paper portal only. TX Group title. UNVERIFIED DOMAIN: which host to fetch articles from per year is unresolved - see domain_evidence_switzerland.tsv.","DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,Sonntagsblick,7,che_sonntagsblick,blick.ch,sonntagsblick.ch redirects to blick.ch; no separate article domain.,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,offline,CNN,7,usa_cnn,cnn.com,Foreign outlet appearing in the Swiss list.,"DNR 2019, p. 113",foreign,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,20 Minuten online,55,che_20min_de,20min.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,Blick and Blick am Abend online,31,che_blick,blick.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,Bluewin news,22,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,SRF News online,22,che_srf,srf.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,Watson,16,che_watson,watson.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,gmx,13,deu_gmx,gmx.ch,Email portal with a news feed. German-owned (United Internet); gmx.ch is the Swiss domain.,"DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,Teletext online,11,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,Tages Anzeiger online,11,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,MSN News,9,usa_msn,msn.com,"Microsoft news portal, foreign-owned.","DNR 2019, p. 113",aggregator,TRUE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,NZZ online,9,che_nzz,nzz.ch,,"DNR 2019, p. 113",outlet,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,Regional/local newspaper websites,8,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2019, p. 113",category,FALSE,,,national,2019-01,2019-02,2003,
CHE,german-speaking,2019,online,CNN.com,6,usa_cnn,cnn.com,Foreign outlet appearing in the Swiss list.,"DNR 2019, p. 113",foreign,FALSE,,,national,2019-01,2019-02,2003,
CHE,french-speaking,2018,offline,RTS News (public broadcaster),75,che_rts,rts.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,20 Minutes,53,che_20min_fr,20min.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,Le Matin (incl Sunday Edition),37,che_lematin,lematin.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,French commercial TV news,37,cat_fr_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",category,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,French public TV news,31,cat_fr_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.","DNR 2018, p. 107",category,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,24 heures,21,che_24heures,24heures.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,Commercial radio news,19,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",category,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,Regional or local newspaper,17,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.","DNR 2018, p. 107",category,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,News of private broadcasters,10,cat_private_broadcasters,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.","DNR 2018, p. 107",category,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,Tribune de Genève,10,che_tdg,tdg.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,Le Nouvelliste,9,che_nouvelliste,lenouvelliste.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,offline,BBC News,9,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",foreign,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,20 Minutes online,50,che_20min_fr,20min.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,RTS News online,28,che_rts,rts.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Bluewin news,25,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.","DNR 2018, p. 107",aggregator,TRUE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Le Matin Online (incl Sunday),22,che_lematin,lematin.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,24 heures online,19,che_24heures,24heures.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Teletext online,18,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",aggregator,TRUE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,MSN News,13,usa_msn,msn.com,"Microsoft news portal, foreign-owned. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.","DNR 2018, p. 107",aggregator,TRUE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Yahoo! News,10,usa_yahoo,yahoo.com,"News aggregator, foreign-owned. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.","DNR 2018, p. 107",aggregator,TRUE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Tribune de Genève online,9,che_tdg,tdg.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Le Monde online,9,fra_lemonde,lemonde.fr,Foreign outlet appearing in the Swiss list. DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",foreign,FALSE,,,national,2018-01,2018-02,2120,
CHE,french-speaking,2018,online,Le Temps online,8,che_letemps,letemps.ch,DNR 2018 methodology: in Switzerland respondents could only take the survey on a desktop or laptop computer; device-use figures may be affected.,"DNR 2018, p. 107",outlet,FALSE,,,national,2018-01,2018-02,2120,
